sample_date,sampler_name,project_type,broad_location,total_Cl2_mg.L,free_Cl2_mg.L,site,water_age_h
8/1/17,DWDS_F,Full_Scale,DWDS_F,1.65,NA,site_6,34.06
8/2/17,DWDS_F,Full_Scale,DWDS_F,1.72,NA,site_19,131.08
8/2/17,DWDS_F,Full_Scale,DWDS_F,1.78,NA,site_5,28.98
8/2/17,DWDS_F,Full_Scale,DWDS_F,1.4,NA,site_18,78.9
8/2/17,DWDS_F,Full_Scale,DWDS_F,1.06,NA,site_22,206.3
8/2/17,DWDS_F,Full_Scale,DWDS_F,1.02,NA,site_23,234.39
8/2/17,DWDS_F,Full_Scale,DWDS_F,0.8,NA,site_24,289.38
8/2/17,DWDS_F,Full_Scale,DWDS_F,0.83,NA,site_21,192.61
8/2/17,DWDS_F,Full_Scale,DWDS_F,1.53,NA,site_20,163.92
8/2/17,DWDS_F,Full_Scale,DWDS_F,2.04,NA,site_3,23.31
8/8/17,DWDS_F,Full_Scale,DWDS_F,1.79,NA,site_11,52.5
8/8/17,DWDS_F,Full_Scale,DWDS_F,1.22,NA,site_8,34.97
8/8/17,DWDS_F,Full_Scale,DWDS_F,2.8,NA,site_14,70
8/8/17,DWDS_F,Full_Scale,DWDS_F,1.05,NA,site_9,50.07
8/8/17,DWDS_F,Full_Scale,DWDS_F,1.27,NA,site_12,56.88
3/13/18,DWDS_F,Full_Scale,DWDS_F,0.44,NA,site_15,70
8/8/17,DWDS_F,Full_Scale,DWDS_F,1.77,NA,site_10,50.61
8/8/17,DWDS_F,Full_Scale,DWDS_F,2.8,NA,site_17,70
8/8/17,DWDS_F,Full_Scale,DWDS_F,1.7,NA,site_13,64.36
8/8/17,DWDS_F,Full_Scale,DWDS_F,2.01,NA,site_1,19.35
8/8/17,DWDS_F,Full_Scale,DWDS_F,0.12,NA,site_7,34.69
8/8/17,DWDS_F,Full_Scale,DWDS_F,1.91,NA,site_6,34.06
8/9/17,DWDS_F,Full_Scale,DWDS_F,1.34,NA,site_19,131.08
8/9/17,DWDS_F,Full_Scale,DWDS_F,1.74,NA,site_5,28.98
8/9/17,DWDS_F,Full_Scale,DWDS_F,3.1,NA,site_14,70
8/9/17,DWDS_F,Full_Scale,DWDS_F,2.3,NA,site_18,78.9
8/9/17,DWDS_F,Full_Scale,DWDS_F,1.01,NA,site_22,206.3
8/9/17,DWDS_F,Full_Scale,DWDS_F,1.48,NA,site_23,234.39
8/9/17,DWDS_F,Full_Scale,DWDS_F,1.47,NA,site_24,289.38
8/9/17,DWDS_F,Full_Scale,DWDS_F,1.5,NA,site_21,192.61
8/9/17,DWDS_F,Full_Scale,DWDS_F,0.7,NA,site_20,163.92
8/9/17,DWDS_F,Full_Scale,DWDS_F,2.09,NA,site_3,23.31
8/15/17,DWDS_F,Full_Scale,DWDS_F,1.79,NA,site_1,19.35
8/15/17,DWDS_F,Full_Scale,DWDS_F,1.69,NA,site_11,52.5
8/15/17,DWDS_F,Full_Scale,DWDS_F,1.28,NA,site_8,34.97
8/15/17,DWDS_F,Full_Scale,DWDS_F,3.3,NA,site_14,70
8/15/17,DWDS_F,Full_Scale,DWDS_F,1.28,NA,site_9,50.07
8/15/17,DWDS_F,Full_Scale,DWDS_F,1.23,NA,site_12,56.88
1/16/18,DWDS_F,Full_Scale,DWDS_F,0.57,NA,site_15,70
8/15/17,DWDS_F,Full_Scale,DWDS_F,1.61,NA,site_10,50.61
8/15/17,DWDS_F,Full_Scale,DWDS_F,3.2,NA,site_17,70
8/15/17,DWDS_F,Full_Scale,DWDS_F,1.53,NA,site_13,64.36
8/15/17,DWDS_F,Full_Scale,DWDS_F,0.12,NA,site_7,34.69
8/15/17,DWDS_F,Full_Scale,DWDS_F,1.77,NA,site_6,34.06
8/16/17,DWDS_F,Full_Scale,DWDS_F,2.5,NA,site_19,131.08
8/16/17,DWDS_F,Full_Scale,DWDS_F,1.27,NA,site_5,28.98
8/16/17,DWDS_F,Full_Scale,DWDS_F,2.5,NA,site_18,78.9
8/16/17,DWDS_F,Full_Scale,DWDS_F,0.44,NA,site_22,206.3
8/16/17,DWDS_F,Full_Scale,DWDS_F,1.82,NA,site_23,234.39
8/16/17,DWDS_F,Full_Scale,DWDS_F,1.39,NA,site_24,289.38
8/16/17,DWDS_F,Full_Scale,DWDS_F,1.52,NA,site_21,192.61
8/16/17,DWDS_F,Full_Scale,DWDS_F,0.63,NA,site_20,163.92
8/16/17,DWDS_F,Full_Scale,DWDS_F,2.6,NA,site_3,23.31
8/22/17,DWDS_F,Full_Scale,DWDS_F,1.7,NA,site_1,19.35
8/22/17,DWDS_F,Full_Scale,DWDS_F,1.57,NA,site_11,52.5
8/22/17,DWDS_F,Full_Scale,DWDS_F,1.13,NA,site_8,34.97
8/22/17,DWDS_F,Full_Scale,DWDS_F,2.7,NA,site_14,70
8/22/17,DWDS_F,Full_Scale,DWDS_F,1.35,NA,site_9,50.07
8/22/17,DWDS_F,Full_Scale,DWDS_F,1.78,NA,site_12,56.88
1/23/18,DWDS_F,Full_Scale,DWDS_F,0.61,NA,site_15,70
8/22/17,DWDS_F,Full_Scale,DWDS_F,1.61,NA,site_10,50.61
8/22/17,DWDS_F,Full_Scale,DWDS_F,2.7,NA,site_17,70
8/22/17,DWDS_F,Full_Scale,DWDS_F,1.14,NA,site_13,64.36
8/22/17,DWDS_F,Full_Scale,DWDS_F,0.16,NA,site_7,34.69
8/22/17,DWDS_F,Full_Scale,DWDS_F,1.79,NA,site_6,34.06
8/23/17,DWDS_F,Full_Scale,DWDS_F,1.63,NA,site_19,131.08
8/23/17,DWDS_F,Full_Scale,DWDS_F,0.4,NA,site_5,28.98
8/23/17,DWDS_F,Full_Scale,DWDS_F,1.7,NA,site_18,78.9
8/23/17,DWDS_F,Full_Scale,DWDS_F,0.16,NA,site_22,206.3
8/23/17,DWDS_F,Full_Scale,DWDS_F,0.36,NA,site_23,234.39
8/23/17,DWDS_F,Full_Scale,DWDS_F,0.39,NA,site_24,289.38
8/23/17,DWDS_F,Full_Scale,DWDS_F,0.43,NA,site_21,192.61
8/23/17,DWDS_F,Full_Scale,DWDS_F,1.25,NA,site_20,163.92
8/23/17,DWDS_F,Full_Scale,DWDS_F,1.88,NA,site_3,23.31
8/28/17,DWDS_F,Full_Scale,DWDS_F,NA,NA,site_13,64.36
8/29/17,DWDS_F,Full_Scale,DWDS_F,1.62,NA,site_1,19.35
8/29/17,DWDS_F,Full_Scale,DWDS_F,1.43,NA,site_11,52.5
8/29/17,DWDS_F,Full_Scale,DWDS_F,1.07,NA,site_8,34.97
8/29/17,DWDS_F,Full_Scale,DWDS_F,2.9,NA,site_14,70
8/29/17,DWDS_F,Full_Scale,DWDS_F,1.36,NA,site_9,50.07
8/29/17,DWDS_F,Full_Scale,DWDS_F,1.1,NA,site_12,56.88
3/27/18,DWDS_F,Full_Scale,DWDS_F,0.67,NA,site_15,70
8/29/17,DWDS_F,Full_Scale,DWDS_F,1.4,NA,site_10,50.61
8/29/17,DWDS_F,Full_Scale,DWDS_F,2.9,NA,site_17,70
8/29/17,DWDS_F,Full_Scale,DWDS_F,1.15,NA,site_13,64.36
8/29/17,DWDS_F,Full_Scale,DWDS_F,0.13,NA,site_7,34.69
8/29/17,DWDS_F,Full_Scale,DWDS_F,1.59,NA,site_6,34.06
8/30/17,DWDS_F,Full_Scale,DWDS_F,1.44,NA,site_19,131.08
8/30/17,DWDS_F,Full_Scale,DWDS_F,1.45,NA,site_5,28.98
8/30/17,DWDS_F,Full_Scale,DWDS_F,1.34,NA,site_18,78.9
8/30/17,DWDS_F,Full_Scale,DWDS_F,1.3,NA,site_22,206.3
8/30/17,DWDS_F,Full_Scale,DWDS_F,1.38,NA,site_23,234.39
8/30/17,DWDS_F,Full_Scale,DWDS_F,1.09,NA,site_24,289.38
8/30/17,DWDS_F,Full_Scale,DWDS_F,1.43,NA,site_21,192.61
8/30/17,DWDS_F,Full_Scale,DWDS_F,1.31,NA,site_20,163.92
8/30/17,DWDS_F,Full_Scale,DWDS_F,1.74,NA,site_3,23.31
1/2/18,DWDS_F,Full_Scale,DWDS_F,1.89,NA,site_1,19.35
1/2/18,DWDS_F,Full_Scale,DWDS_F,0.49,NA,site_7,34.69
1/2/18,DWDS_F,Full_Scale,DWDS_F,2.26,NA,site_6,34.06
1/2/18,DWDS_F,Full_Scale,DWDS_F,2.17,NA,site_11,52.5
1/2/18,DWDS_F,Full_Scale,DWDS_F,2.03,NA,site_8,34.97
1/2/18,DWDS_F,Full_Scale,DWDS_F,1.59,NA,site_14,70
1/2/18,DWDS_F,Full_Scale,DWDS_F,1.35,NA,site_9,50.07
1/2/18,DWDS_F,Full_Scale,DWDS_F,2.19,NA,site_12,56.88
1/9/18,DWDS_F,Full_Scale,DWDS_F,0.92,NA,site_15,70
1/2/18,DWDS_F,Full_Scale,DWDS_F,2.08,NA,site_10,50.61
1/2/18,DWDS_F,Full_Scale,DWDS_F,1.57,NA,site_17,70
1/2/18,DWDS_F,Full_Scale,DWDS_F,2.17,NA,site_13,64.36
1/3/18,DWDS_F,Full_Scale,DWDS_F,1.85,NA,site_19,131.08
1/3/18,DWDS_F,Full_Scale,DWDS_F,1.93,NA,site_5,28.98
1/3/18,DWDS_F,Full_Scale,DWDS_F,1.94,NA,site_18,78.9
1/3/18,DWDS_F,Full_Scale,DWDS_F,1.78,NA,site_22,206.3
1/3/18,DWDS_F,Full_Scale,DWDS_F,1.16,NA,site_23,234.39
1/3/18,DWDS_F,Full_Scale,DWDS_F,1.98,NA,site_21,192.61
1/3/18,DWDS_F,Full_Scale,DWDS_F,2.09,NA,site_20,163.92
1/3/18,DWDS_F,Full_Scale,DWDS_F,2.6,NA,site_3,23.31
1/4/18,DWDS_F,Full_Scale,DWDS_F,NA,NA,site_24,289.38
1/5/18,DWDS_F,Full_Scale,DWDS_F,1.42,NA,site_14,70
1/9/18,DWDS_F,Full_Scale,DWDS_F,2.09,NA,site_1,19.35
1/9/18,DWDS_F,Full_Scale,DWDS_F,0.21,NA,site_7,34.69
1/9/18,DWDS_F,Full_Scale,DWDS_F,2.2,NA,site_6,34.06
1/9/18,DWDS_F,Full_Scale,DWDS_F,2.04,NA,site_11,52.5
1/9/18,DWDS_F,Full_Scale,DWDS_F,1.97,NA,site_8,34.97
1/9/18,DWDS_F,Full_Scale,DWDS_F,1.01,NA,site_14,70
1/9/18,DWDS_F,Full_Scale,DWDS_F,0.55,NA,site_9,50.07
1/9/18,DWDS_F,Full_Scale,DWDS_F,2.01,NA,site_12,56.88
3/6/18,DWDS_F,Full_Scale,DWDS_F,0.97,NA,site_15,70
1/9/18,DWDS_F,Full_Scale,DWDS_F,1.99,NA,site_10,50.61
1/9/18,DWDS_F,Full_Scale,DWDS_F,0.97,NA,site_17,70
1/9/18,DWDS_F,Full_Scale,DWDS_F,1.96,NA,site_13,64.36
1/10/18,DWDS_F,Full_Scale,DWDS_F,1.82,NA,site_19,131.08
1/10/18,DWDS_F,Full_Scale,DWDS_F,1.37,NA,site_5,28.98
1/10/18,DWDS_F,Full_Scale,DWDS_F,2.3,NA,site_18,78.9
1/10/18,DWDS_F,Full_Scale,DWDS_F,1.54,NA,site_22,206.3
1/10/18,DWDS_F,Full_Scale,DWDS_F,0.78,NA,site_23,234.39
1/10/18,DWDS_F,Full_Scale,DWDS_F,0.73,NA,site_24,289.38
1/10/18,DWDS_F,Full_Scale,DWDS_F,1.32,NA,site_21,192.61
1/10/18,DWDS_F,Full_Scale,DWDS_F,1.95,NA,site_20,163.92
1/10/18,DWDS_F,Full_Scale,DWDS_F,2.14,NA,site_3,23.31
1/11/18,DWDS_F,Full_Scale,DWDS_F,NA,NA,site_1,19.35
1/11/18,DWDS_F,Full_Scale,DWDS_F,0.41,NA,site_9,50.07
1/15/18,DWDS_F,Full_Scale,DWDS_F,NA,NA,site_13,64.36
1/16/18,DWDS_F,Full_Scale,DWDS_F,2.05,NA,site_1,19.35
1/16/18,DWDS_F,Full_Scale,DWDS_F,0.2,NA,site_7,34.69
1/16/18,DWDS_F,Full_Scale,DWDS_F,2.13,NA,site_6,34.06
1/16/18,DWDS_F,Full_Scale,DWDS_F,1.89,NA,site_11,52.5
1/16/18,DWDS_F,Full_Scale,DWDS_F,1.92,NA,site_8,34.97
1/16/18,DWDS_F,Full_Scale,DWDS_F,0.73,NA,site_14,70
1/16/18,DWDS_F,Full_Scale,DWDS_F,0.43,NA,site_9,50.07
1/16/18,DWDS_F,Full_Scale,DWDS_F,2.01,NA,site_12,56.88
2/27/18,DWDS_F,Full_Scale,DWDS_F,1.05,NA,site_15,70
1/16/18,DWDS_F,Full_Scale,DWDS_F,1.91,NA,site_10,50.61
1/16/18,DWDS_F,Full_Scale,DWDS_F,0.71,NA,site_17,70
1/16/18,DWDS_F,Full_Scale,DWDS_F,1.61,NA,site_13,64.36
1/17/18,DWDS_F,Full_Scale,DWDS_F,1.84,NA,site_19,131.08
1/17/18,DWDS_F,Full_Scale,DWDS_F,1.73,NA,site_5,28.98
1/17/18,DWDS_F,Full_Scale,DWDS_F,2.3,NA,site_18,78.9
1/17/18,DWDS_F,Full_Scale,DWDS_F,2.08,NA,site_22,206.3
1/17/18,DWDS_F,Full_Scale,DWDS_F,0.41,NA,site_23,234.39
1/17/18,DWDS_F,Full_Scale,DWDS_F,0.49,NA,site_24,289.38
1/17/18,DWDS_F,Full_Scale,DWDS_F,0.51,NA,site_21,192.61
1/17/18,DWDS_F,Full_Scale,DWDS_F,2.09,NA,site_20,163.92
1/17/18,DWDS_F,Full_Scale,DWDS_F,2.13,NA,site_3,23.31
1/23/18,DWDS_F,Full_Scale,DWDS_F,2.08,NA,site_1,19.35
1/23/18,DWDS_F,Full_Scale,DWDS_F,0.29,NA,site_7,34.69
1/23/18,DWDS_F,Full_Scale,DWDS_F,2.3,NA,site_6,34.06
1/23/18,DWDS_F,Full_Scale,DWDS_F,2.01,NA,site_11,52.5
1/23/18,DWDS_F,Full_Scale,DWDS_F,2.08,NA,site_8,34.97
1/23/18,DWDS_F,Full_Scale,DWDS_F,1.81,NA,site_14,70
1/23/18,DWDS_F,Full_Scale,DWDS_F,0.38,NA,site_9,50.07
1/23/18,DWDS_F,Full_Scale,DWDS_F,1.99,NA,site_12,56.88
8/29/17,DWDS_F,Full_Scale,DWDS_F,1.07,NA,site_15,70
1/23/18,DWDS_F,Full_Scale,DWDS_F,2.09,NA,site_10,50.61
1/23/18,DWDS_F,Full_Scale,DWDS_F,1.79,NA,site_17,70
1/23/18,DWDS_F,Full_Scale,DWDS_F,2.02,NA,site_13,64.36
1/24/18,DWDS_F,Full_Scale,DWDS_F,1.94,NA,site_19,131.08
1/24/18,DWDS_F,Full_Scale,DWDS_F,1.58,NA,site_5,28.98
1/24/18,DWDS_F,Full_Scale,DWDS_F,2.4,NA,site_18,78.9
1/24/18,DWDS_F,Full_Scale,DWDS_F,1.91,NA,site_22,206.3
1/24/18,DWDS_F,Full_Scale,DWDS_F,0.56,NA,site_23,234.39
1/24/18,DWDS_F,Full_Scale,DWDS_F,0.26,NA,site_24,289.38
1/24/18,DWDS_F,Full_Scale,DWDS_F,0.84,NA,site_21,192.61
1/24/18,DWDS_F,Full_Scale,DWDS_F,1.84,NA,site_20,163.92
1/24/18,DWDS_F,Full_Scale,DWDS_F,2.6,NA,site_3,23.31
1/30/18,DWDS_F,Full_Scale,DWDS_F,2.19,NA,site_1,19.35
1/30/18,DWDS_F,Full_Scale,DWDS_F,0.42,NA,site_7,34.69
1/30/18,DWDS_F,Full_Scale,DWDS_F,2.3,NA,site_11,52.5
1/30/18,DWDS_F,Full_Scale,DWDS_F,2.2,NA,site_8,34.97
1/30/18,DWDS_F,Full_Scale,DWDS_F,1.37,NA,site_14,70
1/30/18,DWDS_F,Full_Scale,DWDS_F,1.01,NA,site_9,50.07
1/30/18,DWDS_F,Full_Scale,DWDS_F,2.15,NA,site_12,56.88
1/30/18,DWDS_F,Full_Scale,DWDS_F,1.21,NA,site_15,70
1/30/18,DWDS_F,Full_Scale,DWDS_F,2.3,NA,site_10,50.61
1/30/18,DWDS_F,Full_Scale,DWDS_F,1.31,NA,site_17,70
1/30/18,DWDS_F,Full_Scale,DWDS_F,2,NA,site_13,64.36
1/30/18,DWDS_F,Full_Scale,DWDS_F,2.3,NA,site_6,34.06
1/31/18,DWDS_F,Full_Scale,DWDS_F,2.3,NA,site_19,131.08
1/31/18,DWDS_F,Full_Scale,DWDS_F,1.85,NA,site_5,28.98
1/31/18,DWDS_F,Full_Scale,DWDS_F,2.5,NA,site_18,78.9
1/31/18,DWDS_F,Full_Scale,DWDS_F,2.4,NA,site_22,206.3
1/31/18,DWDS_F,Full_Scale,DWDS_F,0.96,NA,site_23,234.39
1/31/18,DWDS_F,Full_Scale,DWDS_F,0.51,NA,site_24,289.38
1/31/18,DWDS_F,Full_Scale,DWDS_F,0.43,NA,site_21,192.61
1/31/18,DWDS_F,Full_Scale,DWDS_F,2.01,NA,site_20,163.92
1/31/18,DWDS_F,Full_Scale,DWDS_F,2.5,NA,site_3,23.31
2/2/18,DWDS_F,Full_Scale,DWDS_F,1.74,NA,site_14,70
2/5/18,DWDS_F,Full_Scale,DWDS_F,NA,NA,site_24,289.38
2/6/18,DWDS_F,Full_Scale,DWDS_F,2.13,NA,site_1,19.35
2/6/18,DWDS_F,Full_Scale,DWDS_F,0.41,NA,site_7,34.69
2/6/18,DWDS_F,Full_Scale,DWDS_F,2.2,NA,site_6,34.06
2/6/18,DWDS_F,Full_Scale,DWDS_F,2.2,NA,site_11,52.5
2/6/18,DWDS_F,Full_Scale,DWDS_F,2.08,NA,site_8,34.97
2/6/18,DWDS_F,Full_Scale,DWDS_F,1.35,NA,site_14,70
2/6/18,DWDS_F,Full_Scale,DWDS_F,1.02,NA,site_9,50.07
2/6/18,DWDS_F,Full_Scale,DWDS_F,2.2,NA,site_12,56.88
5/8/18,DWDS_F,Full_Scale,DWDS_F,1.3,NA,site_15,70
2/6/18,DWDS_F,Full_Scale,DWDS_F,2.18,NA,site_10,50.61
2/6/18,DWDS_F,Full_Scale,DWDS_F,1.31,NA,site_17,70
2/6/18,DWDS_F,Full_Scale,DWDS_F,1.97,NA,site_13,64.36
2/7/18,DWDS_F,Full_Scale,DWDS_F,2.5,NA,site_19,131.08
2/7/18,DWDS_F,Full_Scale,DWDS_F,2.2,NA,site_5,28.98
2/7/18,DWDS_F,Full_Scale,DWDS_F,2.6,NA,site_18,78.9
2/7/18,DWDS_F,Full_Scale,DWDS_F,2.4,NA,site_22,206.3
2/7/18,DWDS_F,Full_Scale,DWDS_F,2.1,NA,site_23,234.39
2/7/18,DWDS_F,Full_Scale,DWDS_F,2,NA,site_24,289.38
2/7/18,DWDS_F,Full_Scale,DWDS_F,2.2,NA,site_21,192.61
2/7/18,DWDS_F,Full_Scale,DWDS_F,2.4,NA,site_20,163.92
2/7/18,DWDS_F,Full_Scale,DWDS_F,2.4,NA,site_3,23.31
2/12/18,DWDS_F,Full_Scale,DWDS_F,NA,NA,site_13,64.36
2/13/18,DWDS_F,Full_Scale,DWDS_F,2.2,NA,site_1,19.35
2/13/18,DWDS_F,Full_Scale,DWDS_F,0.42,NA,site_7,34.69
2/13/18,DWDS_F,Full_Scale,DWDS_F,2.3,NA,site_6,34.06
2/13/18,DWDS_F,Full_Scale,DWDS_F,2.3,NA,site_11,52.5
2/13/18,DWDS_F,Full_Scale,DWDS_F,2.15,NA,site_8,34.97
2/13/18,DWDS_F,Full_Scale,DWDS_F,1.49,NA,site_14,70
2/13/18,DWDS_F,Full_Scale,DWDS_F,1.79,NA,site_9,50.07
