,core_id,sample_date,broad_location,sampling_year,location_code,site,disinfectant,wtp,flow_cytometer,regrowth_key,std_note,HPC_label,avg_cells_per_mL_gmean,avg_cells_per_mL_gstd,ICC_to_TCC,ICC_to_TCC_stdev,intra_ATP_gmean_nM,intra_ATP_gstd_nM,total_ATP_gmean_nM,total_ATP_gstd_nM,extra_ATP_gmean_nM,extra_ATP_gstd_nM,HPC_gmean_MPN_per_100mL,HPC_gstd_MPN_per_100mL,HPC_label.1,pH,temp_C,total_Cl2_mg.L,free_Cl2_mg.L,water_age_h,summer_water_age_h
128,SGPI_128,7/27/16,DWDS_A,2016,site_A6,other_site_in_DWDS_A,Chlorine,No,Accuri,NA,exclude,NA,157782.701,1.03798987,0.995634729,9.17E-06,NA,NA,NA,NA,NA,NA,1,1,NA,8.61,NA,0.29,0.16,NA,NA
129,SGPI_129,7/27/16,DWDS_A,2016,site_A7,other_site_in_DWDS_A,Chlorine,No,Accuri,NA,exclude,NA,13866.4507,1.07234166,0.756962793,7.24E-05,NA,NA,NA,NA,NA,NA,3.1,1,NA,8.72,NA,0.24,0.1,NA,NA
130,SGPI_130,7/27/16,DWDS_A,2016,site_A9,other_site_in_DWDS_A,Chlorine,No,Accuri,NA,NA,NA,3320.20864,1.06837763,0.480047138,0.000173201,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.6,NA,0.98,0.83,NA,NA
131,SGPI_131,8/22/17,DWDS_F,2017,site_11,other_site_in_DWDS_F,Chloramine,No,Accuri,NA,NA,NA,2326.73918,1.039756,0.258977339,0.000119425,0.000196008,1.619255075,0.002848919,1.165327614,0.002652912,1.124276902,17.30433472,1.201257829,NA,8.07,25.1,1.57,0.1,52.5,NA
132,SGPI_132,8/22/17,DWDS_F,2017,site_8,other_site_in_DWDS_F,Chloramine,No,Accuri,NA,NA,ADL,5152.17176,1.04980476,0.274712365,5.80E-05,0.002160583,1.785085082,0.005915633,1.424821682,0.00375505,1.075365949,2694.22624,1.164139938,ADL,8.02,25.2,1.13,0.1,34.97,NA
133,SGPI_133,8/22/17,DWDS_F,2017,site_14,other_site_in_DWDS_F,Chloramine,No,Accuri,NA,NA,BDL,3487.99811,1.0449782,0.016119934,4.83E-06,1.00E-05,1,0.014576327,1.132285502,0.015658624,1.05252732,0.5,1,BDL,8.11,27.3,2.7,0.13,12.36,12.36
134,SGPI_134,8/22/17,DWDS_F,2017,site_12,other_site_in_DWDS_F,Chloramine,No,Accuri,NA,NA,NA,1520.7988,2.07040317,0.22390964,0.000306935,0.000613214,1.724741202,0.002501055,1.352619323,0.001887841,1.070118303,6.773477689,1.133271864,NA,8.02,25.2,1.78,0.11,56.88,NA
135,SGPI_135,8/22/17,DWDS_F,2017,site_15,site_15,Chloramine,No,Accuri,NA,NA,BDL,1171.37206,1.18142654,0.003946477,3.98E-06,0.002111866,1.565355089,0.022169815,1.091889791,0.020057949,1.121656471,0.5,1,BDL,8.14,24.8,2.9,0.15,9.43,9.43
136,SGPI_136,8/22/17,DWDS_F,2017,site_13,other_site_in_DWDS_F,Chloramine,No,Accuri,NA,NA,NA,40336.3015,1.02448497,0.489422521,1.39E-05,0.009485242,1.523521948,0.013007627,1.070917976,0.003522385,1.083629925,24.71639132,1.302801551,NA,8.01,25.8,1.14,0.07,64.36,NA
137,SGPI_137,8/22/17,DWDS_F,2017,site_6,other_site_in_DWDS_F,Chloramine,No,Accuri,NA,NA,BDL,1022.74018,1.30016051,0.088892014,0.000113273,0.00060656,1.765369481,0.003750699,1.375592025,0.003144139,1.106470057,0.5,1,BDL,8.09,24.9,1.79,0.11,34.06,NA
138,SGPI_138,8/22/17,DWDS_F,2017,site_1,other_site_in_DWDS_F,Chloramine,No,Accuri,NA,NA,NA,1628.84707,1.10438351,0.195402521,0.000134602,0.000235144,1.744790485,0.001766521,1.341022448,0.001531377,1.116222483,163.5120179,1.653122977,NA,8.05,24.2,1.7,0.1,19.35,NA
139,SGPI_139,8/22/17,DWDS_F,2017,site_7,other_site_in_DWDS_F,Chloramine,No,Accuri,NA,NA,ADL,64474.9378,1.06144713,0.460571323,8.29E-06,0.005244449,1.692262925,0.01204449,1.070188317,0.006800041,1.310896935,2999.9,1,ADL,7.91,26,0.16,0,34.69,NA
140,SGPI_140,8/22/17,DWDS_F,2017,site_16,other_site_in_DWDS_F,Chloramine,No,Accuri,NA,NA,NA,1524.95,1.11614002,0.006026714,4.41E-06,0.002200135,1.540848173,0.015987131,1.042425632,0.013786996,1.134707845,1,1,NA,8.08,28.8,2.5,0.13,11.67,11.67
141,SGPI_141,8/23/17,DWDS_F,2017,site_2,other_site_in_DWDS_F,Chloramine,No,Accuri,NA,NA,NA,1273.26552,1.12051761,0.196184096,0.000175375,1.00E-05,1,0.000493739,1.066667249,0.000530756,1.027684355,5.037057996,2.453623378,NA,8.09,25.3,2.5,0.11,20.87,NA
142,SGPI_142,8/23/17,DWDS_F,2017,site_22,other_site_in_DWDS_F,Chloramine,No,Accuri,NA,NA,NA,133449.75,1.00708777,0.917434293,9.45E-06,0.02792876,1.431084322,0.029671023,1.019695803,0.001742263,1.004102986,254.3949447,1.50815988,NA,7.8,26.8,0.16,0,206.3,NA
143,SGPI_143,8/23/17,DWDS_F,2017,site_21,other_site_in_DWDS_F,Chloramine,No,Accuri,NA,NA,NA,110996.986,1.01765877,0.83013825,9.93E-06,0.028519239,1.440303447,0.031165794,1.011463246,0.002646555,1.02538584,1052.989082,1.188493719,NA,7.67,26.2,0.43,0,192.61,NA
144,SGPI_144,8/23/17,DWDS_F,2017,site_20,other_site_in_DWDS_F,Chloramine,No,Accuri,NA,NA,NA,9821.74215,1.01153258,0.676643212,8.50E-05,0.001540281,1.502542416,0.002340314,1.053899324,0.000800034,1.070948145,138.6295621,3.727430629,NA,7.78,27.7,1.25,0.05,163.92,NA
145,SGPI_145,8/23/17,DWDS_F,2017,site_3,other_site_in_DWDS_F,Chloramine,No,Accuri,NA,NA,NA,1055.8457,1.17852079,0.211419864,0.000240452,0.028446034,1.429840566,0.029891223,1.00991547,0.001445189,1.012183178,3.419951893,1.612544805,NA,8.03,23.8,1.88,0.1,23.31,NA
146,SGPI_146,8/23/17,DWDS_F,2017,site_19,other_site_in_DWDS_F,Chloramine,No,Accuri,NA,NA,NA,20768.2116,1.01116122,0.652315372,3.80E-05,0.006075906,1.50152015,0.007216506,1.044186789,0.001140601,1.078998013,30.14753548,1.270293583,NA,7.97,25.5,1.63,0.07,131.08,NA
147,SGPI_147,8/23/17,DWDS_F,2017,site_5,other_site_in_DWDS_F,Chloramine,No,Accuri,NA,NA,NA,109414.26,1.0082768,0.806537653,9.58E-06,0.028446034,1.429840566,0.029891223,1.00991547,0.001445189,1.012183178,2419.699,1,NA,7.79,27,0.4,0.02,28.98,NA
148,SGPI_148,8/23/17,DWDS_F,2017,site_18,other_site_in_DWDS_F,Chloramine,No,Accuri,NA,NA,NA,3302.21334,1.10974147,0.610818395,0.000236524,0.000135391,1.453145848,0.000765117,1.034745666,0.000629726,1.020261861,2.016529675,2.024918588,NA,8.06,25.5,1.7,0.09,78.9,NA
149,SGPI_149,8/23/17,DWDS_F,2017,site_23,other_site_in_DWDS_F,Chloramine,No,Accuri,NA,NA,NA,104997.027,1.03362733,0.828059689,1.05E-05,0.025076144,1.491653197,0.02753228,1.008293263,0.002456137,1.099260641,484.7800365,2.46208177,NA,7.69,26.6,0.36,0,234.39,NA
150,SGPI_150,8/23/17,DWDS_F,2017,site_24,site_24,Chloramine,No,Accuri,NA,NA,NA,52473.9825,1.02428404,0.756979168,1.84E-05,0.008205835,1.528768881,0.010090819,1.031831524,0.001884985,1.1280328,309.1601502,1.40496546,NA,7.75,26.2,0.39,0,289.38,NA
151,SGPI_151,10/23/17,DWDS_F,2017,site_ut,site_ut,Chloramine,No,Accuri,NA,NA,NA,152588.939,1.05256051,0.608509679,4.91E-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA
152,SGPI_152,11/2/17,DWDS_F,2017,site_ut,site_ut,Chloramine,No,Accuri,NA,NA,NA,8113.36208,1.04444987,0.323325233,4.36E-05,3.97E-05,1.438982727,0.000470429,1.007037654,0.0004307,1.027884454,NA,NA,NA,NA,NA,2.05,0.05,24,NA
153,SGPI_153,11/6/17,DWDS_F,2017,site_ut,site_ut,Chloramine,No,Accuri,NA,NA,NA,6300.23885,1.09627087,0.289936638,5.23E-05,0.000166846,1.459146262,0.000337591,1.029606516,0.000170745,1.03393338,NA,NA,NA,NA,NA,2.12,0.12,24,NA
154,SGPI_154,11/13/17,DWDS_F,2017,site_ut,site_ut,Chloramine,No,Accuri,NA,NA,NA,27201.7507,1.00332179,0.449464626,1.82E-05,0.000315202,1.449838554,0.000899866,1.012232818,0.000584664,1.03798678,NA,NA,NA,NA,NA,1.3,0.04,24,NA
155,SGPI_155,11/16/17,DWDS_F,2017,site_ut,site_ut,Chloramine,No,Accuri,NA,NA,NA,31384.4181,1.09929169,0.255481183,9.29E-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA
156,SGPI_156,11/20/17,DWDS_F,2017,site_ut,site_ut,Chloramine,No,Accuri,NA,NA,NA,131059.08,1.07795468,0.487333985,4.40E-06,0.00264357,1.464019806,0.003418006,1.037047606,0.000774436,1.033385821,NA,NA,NA,NA,NA,2.3,NA,24,NA
157,SGPI_157,11/27/17,DWDS_F,2017,site_ut,site_ut,Chloramine,No,Accuri,NA,NA,NA,111386.492,1.00140439,0.327292506,3.10E-06,0.001590294,1.443620562,0.002606746,1.030122003,0.001016452,1.011379744,NA,NA,NA,NA,NA,0,0,24,NA
158,SGPI_158,12/4/17,DWDS_F,2017,site_ut,site_ut,Chloramine,No,Accuri,NA,NA,NA,3760.50444,1.07185986,0.163835243,4.73E-05,1.00E-05,1,0.000558923,1.020480971,0.000554793,1.016743753,NA,NA,NA,NA,NA,0.71,0.17,24,NA
159,SGPI_159,12/7/17,DWDS_F,2017,site_ut,site_ut,Chloramine,No,Accuri,NA,NA,NA,48583.5001,1.01787514,0.078039649,1.64E-06,0.001559646,1.477293725,0.002705665,1.041473672,0.001146018,1.047725795,NA,NA,NA,NA,NA,NA,NA,24,NA
160,SGPI_160,12/11/17,DWDS_F,2017,site_ut,site_ut,Chloramine,No,Accuri,NA,NA,NA,4344.70777,1.02830743,0.459882882,0.000121472,0.000931613,1.535269962,0.002856205,1.062264423,0.001924593,1.108444023,3.224903099,1.965307305,NA,NA,NA,2.5,0.03,24,NA
161,SGPI_161,12/14/17,DWDS_F,2017,site_ut,site_ut,Chloramine,No,Accuri,NA,NA,NA,2267.57393,1.0779665,0.094827583,4.53E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,0.12,24,NA
162,SGPI_162,12/18/17,DWDS_F,2017,site_ut,site_ut,Chloramine,No,Accuri,NA,NA,NA,3258.5136,1.11538383,0.144131469,4.98E-05,5.09E-05,1.497610247,0.000327062,1.111415456,0.00027616,1.00378889,NA,NA,NA,NA,NA,2.3,0.05,24,NA
163,SGPI_163,12/29/17,DWDS_F,2017,site_ut,site_ut,Chloramine,No,Accuri,NA,NA,NA,1594.65924,1.25807125,0.331601544,0.000271836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,0.05,24,NA
164,SGPI_164,1/1/18,DWDS_F,2018,site_ut,site_ut,Chloramine,No,Accuri,NA,NA,NA,1313.49361,1.26226878,0.407847416,0.000413512,1.00E-05,1,0.001479745,1.015435025,0.001556297,1.010346821,1,1,NA,NA,NA,2.4,0.05,24,NA
165,SGPI_165,1/5/18,DWDS_F,2018,site_ut,site_ut,Chloramine,No,Accuri,NA,NA,NA,490.978338,1.24866199,0.191875636,0.000494978,NA,NA,NA,NA,NA,NA,38.23087757,1.200333732,NA,NA,NA,2.7,0.06,24,NA
166,SGPI_166,1/8/18,DWDS_F,2018,site_ut,site_ut,Chloramine,No,Accuri,NA,NA,NA,2274.46172,1.17821249,0.424254346,0.000250763,9.82E-05,1.475191483,0.000520981,1.049287893,0.000422776,1.036911196,1,1,NA,8.1,18.3,1.5,0,24,NA
167,SGPI_167,1/12/18,DWDS_F,2018,site_ut,site_ut,Chloramine,No,Accuri,NA,NA,NA,519.698797,1.40464086,0.152794881,0.00041578,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.94,17.7,1.4,0.05,24,NA
168,SGPI_168,1/15/18,DWDS_F,2018,site_ut,site_ut,Chloramine,No,Accuri,NA,NA,NA,5706.45998,1.08460307,0.704243797,0.000161091,0.000259613,1.500782127,0.000774731,1.072584684,0.000515118,1.049718576,89.70457068,1.271317352,NA,7.96,16.6,1.8,0,24,NA
169,SGPI_169,1/29/18,DWDS_F,2018,site_ut,site_ut,Chloramine,No,Accuri,NA,NA,NA,2005.2606,1.07657678,0.477361235,0.000280495,5.87E-05,1.458654706,0.000567637,1.030447153,0.000508889,1.032401189,NA,NA,NA,8.11,15.2,2.2,0.26,24,NA
170,SGPI_170,1/31/18,DWDS_F,2018,site_ut,site_ut,Chloramine,No,Accuri,NA,NA,NA,1441.43556,1.14031921,0.537085482,0.000481094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA
171,SGPI_171,2/4/18,DWDS_F,2018,site_ut,site_ut,Chloramine,No,Accuri,NA,NA,NA,3985.64106,1.03403484,0.348967449,9.58E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA
172,SGPI_172,2/7/18,DWDS_F,2018,site_2,other_site_in_DWDS_F,Chloramine,No,Accuri,NA,NA,NA,1473.93325,1.19944209,0.401851672,0.000349004,1.00E-05,1,0.000321433,1.140610487,0.000353548,1.175731143,30.46965704,1.585014629,NA,7.9,16,2.6,0,20.87,NA
173,SGPI_173,2/7/18,DWDS_F,2018,site_22,other_site_in_DWDS_F,Chloramine,No,Accuri,NA,NA,BDL,490.668207,1.24457552,0.18046573,0.00046397,1.00E-05,1,0.00024846,1.052904823,0.000277773,1.098820255,0.5,1,BDL,8,17.6,2.4,0,206.3,NA
174,SGPI_174,2/7/18,DWDS_F,2018,site_21,other_site_in_DWDS_F,Chloramine,No,Accuri,NA,NA,BDL,737.852224,1.02788492,0.159296562,0.000224704,1.00E-05,1,0.000460222,1.365690395,0.000620352,1.02227222,0.5,1,BDL,8,17.3,2.2,0,192.61,NA
175,SGPI_175,2/7/18,DWDS_F,2018,site_20,other_site_in_DWDS_F,Chloramine,No,Accuri,NA,NA,BDL,410.529239,1.27577843,0.306403182,0.000982725,1.00E-05,1,0.000342021,1.145246524,0.000351025,1.086721069,0.5,1,BDL,8.03,19.1,2.4,0,163.92,NA
176,SGPI_176,2/7/18,DWDS_F,2018,site_3,other_site_in_DWDS_F,Chloramine,No,Accuri,NA,NA,NA,915.757379,1.0678242,0.241602033,0.000289531,1.00E-05,1,0.000520456,1.235574405,0.000549465,1.018089763,1.760681686,2.225590125,NA,7.86,18.1,2.4,0,23.31,NA
177,SGPI_177,2/7/18,DWDS_F,2018,site_19,other_site_in_DWDS_F,Chloramine,No,Accuri,NA,NA,NA,323.35288,1.16688904,0.273212545,0.001020579,1.00E-05,1,0.000337869,1.101817288,0.000397579,1.17120989,11.14046678,2.23927135,NA,7.91,16.7,2.5,0,131.08,NA
178,SGPI_178,2/7/18,DWDS_F,2018,site_5,other_site_in_DWDS_F,Chloramine,No,Accuri,NA,NA,NA,772.935695,1.5713757,0.353585283,0.000738339,2.79E-05,1.720341188,0.000409019,1.280599703,0.000381114,1.148755067,1416.877595,2.131469545,NA,7.89,17.8,2.2,0,28.98,NA
179,SGPI_179,2/7/18,DWDS_F,2018,site_18,other_site_in_DWDS_F,Chloramine,No,Accuri,NA,NA,BDL,118.352939,1.18362468,0.223308579,0.002348875,9.55E-05,1.953951898,0.000355491,1.659587003,0.000260025,1.031357843,0.5,1,BDL,7.94,18.9,2.6,0,78.9,NA
180,SGPI_180,2/7/18,DWDS_F,2018,site_23,other_site_in_DWDS_F,Chloramine,No,Accuri,NA,NA,BDL,904.647251,1.16732223,0.142866241,0.000185791,1.00E-05,1,0.000618412,1.076161001,0.000751709,1.070410754,0.5,1,BDL,8.01,16.9,2.1,0,234.39,NA
181,SGPI_181,2/7/18,DWDS_F,2018,site_24,site_24,Chloramine,No,Accuri,NA,NA,NA,1067.13649,1.12170589,0.177776458,0.000189531,7.02E-05,1.518585388,0.000354213,1.119492846,0.000284018,1.026078628,3.224903099,1.965307305,NA,7.98,18.3,2,0,289.38,NA
182,SGPI_182,8/1/18,DWDS_B,2018,site_B1,other_site_in_DWDS_B,Chlorine,No,Accuri,NA,NA,NA,500.015962,1.49663907,0.342266656,0.001056124,0.000111591,1.439076966,0.003079871,1.02857184,0.00296828,1.006470309,7.823042886,1.45529821,NA,8.16,23,0.92,0.8,NA,NA
183,SGPI_183,8/1/18,DWDS_B,2018,site_B2,other_site_in_DWDS_B,Chlorine,No,Accuri,NA,NA,NA,93824.0859,1.02118965,0.800785937,1.12E-05,0.012610512,1.465016885,0.01470909,1.003885756,0.002098577,1.066999466,3.388214869,1.309529072,NA,8.11,24,0.36,0.23,NA,NA
184,SGPI_184,8/1/18,DWDS_B,2018,site_B3,other_site_in_DWDS_B,Chlorine,No,Accuri,NA,NA,NA,7165.44162,1.07828816,0.575414946,9.98E-05,0.001468006,1.443115252,0.003968273,1.026034284,0.002500268,1.014808,2.449489743,1.33203404,NA,8.17,23,0.72,0.64,NA,NA
185,SGPI_185,8/1/18,DWDS_B,2018,site_B4,other_site_in_DWDS_B,Chlorine,No,Accuri,NA,NA,BDL,292.857301,1.66903034,0.245543506,0.00142282,0.000217819,1.447827237,0.005676307,1.005392437,0.005458488,1.041820405,0.5,1,BDL,7.99,21,1.2,1.03,NA,NA
186,SGPI_186,8/1/18,DWDS_B,2018,site_B5,other_site_in_DWDS_B,Chlorine,No,Accuri,NA,NA,NA,734.437889,1.31815807,0.421355067,0.000803849,0.000201166,1.454990625,0.003821767,1.013979042,0.003620601,1.043476986,2.024845673,2.712087022,NA,8.13,22,0.95,1,NA,NA
187,SGPI_187,8/1/18,DWDS_B,2018,site_B6,other_site_in_DWDS_B,Chlorine,No,Accuri,NA,NA,NA,965.420036,1.03205383,0.52640483,0.000642578,1.00E-05,1,0.003129411,1.032833584,0.003166884,1.112991072,1,1,NA,8.25,23,0.9,0.68,NA,NA
188,SGPI_188,8/1/18,DWDS_B,2018,site_B7,other_site_in_DWDS_B,Chlorine,No,Accuri,NA,NA,NA,16059.8346,1.01447968,0.616891352,4.60E-05,0.007705888,1.479720422,0.009095952,1.016844816,0.001390064,1.074987975,94.1856677,1.642959923,NA,7.77,21,0.55,0.35,NA,NA
189,SGPI_189,8/1/18,DWDS_B,2018,site_B8,other_site_in_DWDS_B,Chlorine,No,Accuri,NA,NA,NA,509.351852,2.48102718,0.158529434,0.00077395,0.00010182,1.462703359,0.006390533,1.057365673,0.006288713,1.010682418,2,1,NA,8.19,20,1.22,1.09,NA,NA
190,SGPI_190,8/1/18,DWDS_B,2018,site_B9,other_site_in_DWDS_B,Chlorine,No,Accuri,NA,NA,NA,390.290737,1.53637111,0.306238315,0.001234174,0.000225848,1.47909583,0.003902242,1.071391578,0.003676394,1.019727689,2.024845673,2.712087022,NA,8.13,22,0.95,0.47,NA,NA
191,SGPI_191,8/1/18,DWDS_B,2018,site_B10,other_site_in_DWDS_B,Chlorine,No,Accuri,NA,NA,NA,5464.93194,1.21028397,0.610770215,0.000152252,0.001513981,1.563548455,0.004128144,1.190524195,0.002614163,1.013575804,229.808616,1.256004955,NA,8.13,24,0.85,0.62,NA,NA
192,SGPI_192,8/8/18,DWDS_A,2018,site_A1,other_site_in_DWDS_A,Chlorine,No,Accuri,NA,NA,NA,14763.4189,1.02193185,0.936240353,8.88E-05,0.001837574,1.4309215,0.007067473,1.01552791,0.005229899,1.008087002,5.433231083,1.489093615,NA,8.28,22,0.7,0.57,NA,NA
193,SGPI_193,8/8/18,DWDS_A,2018,site_A11,other_site_in_DWDS_A,Chlorine,No,Accuri,NA,NA,NA,3875.12343,1.23647052,0.475952177,0.000164019,0.002501577,1.614308185,0.010751044,1.12146113,0.008249468,1.161170035,3.54964787,2.250913323,NA,8.37,25,0.8,0.62,NA,NA
194,SGPI_194,8/8/18,DWDS_A,2018,site_A2,other_site_in_DWDS_A,Chlorine,No,Accuri,NA,NA,NA,3002.55763,1.03304329,0.460835539,0.000179167,1.00E-05,1,0.012851315,1.02706451,0.013133412,1.009400942,3.049590136,1.023456789,NA,8.28,21.6,1.18,1.03,NA,NA
195,SGPI_195,8/8/18,DWDS_A,2018,site_A4,other_site_in_DWDS_A,Chlorine,No,Accuri,NA,NA,NA,16780.8301,1.06280424,0.710452116,5.50E-05,0.002163483,1.474115429,0.010824668,1.035205993,0.008661185,1.049459313,1,1,NA,8.36,23.7,0.67,0.52,NA,NA
196,SGPI_196,8/8/18,DWDS_A,2018,site_A3,other_site_in_DWDS_A,Chlorine,No,Accuri,NA,NA,BDL,36351.9903,1.03317146,0.8779301,3.29E-05,0.00370383,1.441326513,0.015155057,1.027244218,0.011451227,1.011034833,0.5,1,BDL,8.26,23.8,0.77,0.64,NA,NA
197,SGPI_197,8/8/18,DWDS_A,2018,site_A5,other_site_in_DWDS_A,Chlorine,No,Accuri,NA,NA,BDL,10559.1175,1.07105483,0.810636742,0.000103917,0.001527416,1.461562195,0.011265361,1.035614094,0.009737945,1.03134257,0.5,1,BDL,8.09,22.9,0.89,0.73,NA,NA
198,SGPI_198,8/8/18,DWDS_A,2018,site_A8,other_site_in_DWDS_A,Chlorine,No,Accuri,NA,NA,NA,10542.632,1.25500075,0.703639977,9.71E-05,0.000685785,1.486205356,0.005901907,1.021255527,0.005216123,1.079742334,1,1,NA,8.3,22.9,0.73,0.64,NA,NA
199,SGPI_199,8/8/18,DWDS_A,2018,site_A10,other_site_in_DWDS_A,Chlorine,No,Accuri,NA,NA,BDL,14155.7333,1.0640695,0.68394865,6.13E-05,0.003203049,1.446489629,0.008249141,1.03019954,0.005046091,1.015392118,0.5,1,BDL,8.32,24.2,0.65,0.51,NA,NA
200,SGPI_200,8/8/18,DWDS_A,2018,site_A6,other_site_in_DWDS_A,Chlorine,No,Accuri,NA,NA,NA,86152.1525,1.03393328,0.910354138,1.47E-05,0.009303907,1.524615626,0.01541837,1.045192788,0.006114463,1.109966145,1.760681686,2.225590125,NA,8.24,20.9,0.51,0.37,NA,NA
201,SGPI_201,8/8/18,DWDS_A,2018,site_A7,other_site_in_DWDS_A,Chlorine,No,Accuri,NA,NA,NA,18281.7799,1.00540009,0.87750492,6.46E-05,0.004781616,1.508598204,0.008862024,1.083020133,0.004080409,1.050207566,4.01497198,1.441602856,NA,8.44,25.6,0.39,0.26,NA,NA
202,SGPI_202,8/8/18,DWDS_A,2018,site_A9,other_site_in_DWDS_A,Chlorine,No,Accuri,NA,NA,NA,22059.4883,1.04311757,0.887257949,5.57E-05,0.003370977,1.451510428,0.013722566,1.035554833,0.010351589,1.017108013,4.617358552,1.183006686,NA,8.24,22.7,0.86,0.73,NA,NA
203,SGPI_203,2/1/18,DWDS_F,2018,site_ut,site_ut,chloramine,No,Accuri,NA,NA,NA,NA,NA,NA,NA,0.000110927,1.514886259,0.000976888,1.078968526,0.000865962,1.063347215,NA,NA,NA,8.25,15.3,2.5,0.05,24,NA
204,SGPI_204,2/5/18,DWDS_F,2018,site_ut,site_ut,chloramine,No,Accuri,NA,NA,NA,NA,NA,NA,NA,1.00E-05,1,0.001416235,1.180441746,0.002017192,1.022727795,NA,NA,NA,8.19,15,2.6,0.07,24,NA
